userid,age,  Gender  ,location,  Income  ,debt,  Owns Property  ,profession,  Demographics  ,  Platform  ,  Total Time Spent  ,number of sessions,video id,video category,  Video Length  ,  Engagement  ,  Importance Score  ,time spent on video,  Number Of Videos Watched  ,  Scroll Rate  ,  Frequency  ,productivityloss,  Satisfaction  ,  Watch Reason  ,  Devicetype  ,  Os  ,  Watch Time  ,  Self Control  ,  Addiction Level  ,currentactivity,connectiontype,  Favorite Day Of The Week  ,coffee preference,  Random Quote  ,  Mood Today  ,  Shoe Size  ,  Breakfast Item  ,  Favorite Emoji  ,marital status,  Pet Name  
898,54,  Male  ,  United States  ,74336,  True  ,  False  ,  Students  ,  nan  ,  Instagram  ,112,15,5085,  Life Hacks  ,10,6196,9,13,19,35,  Night  ,8,2,  Habit  ,  Smartphone  ,  Android  ,  9:00 PM  ,10,0,  At work  ,  Wi-Fi  ,  Tuesday  ,  Latte  ,  Hakuna Matata  ,  Tired  ,5,  Nothing  ,  😊  ,  Divorced  ,  Buddy  
899,45,  Male  ,  Pakistan  ,94083,  True  ,  True  ,  Waiting staff  ,  Rural  ,  Instagram  ,64,14,1574,  Jokes/Memes  ,25,4589,8,7,49,85,  Afternoon  ,8,2,  Habit  ,  Smartphone  ,  Android  ,  5:00 PM  ,10,0,  At school  ,  Mobile Data  ,  Thursday  ,  Black  ,  YOLO  ,  Anxious  ,9,  Toast  ,  nan  ,  Divorced  ,  Buddy  
900,27,  Male  ,  Mexico  ,80948,  True  ,  False  ,  Manager  ,  Rural  ,  Facebook  ,266,11,2635,  Gaming  ,1,8142,5,9,1,68,  Evening  ,6,4,  Habit  ,  Smartphone  ,  Android  ,  2:00 PM  ,8,2,  Commuting  ,  Wi-Fi  ,  Monday  ,  None  ,  Keep going  ,  Tired  ,10,  Nothing  ,  💡  ,  Married  ,  Buddy  
901,56,  Other  ,  Indonesia  ,53002,  True  ,  True  ,  Labor/Worker  ,  Rural  ,  Instagram  ,110,8,2769,  Comedy  ,1,6260,9,12,38,48,  Evening  ,8,2,  Boredom  ,  Computer  ,  Android  ,  2:00 PM  ,10,0,  At school  ,  Mobile Data  ,  Wednesday  ,  Espresso  ,  Live Laugh Love  ,  Excited  ,11,  Omelette  ,  🔥  ,  nan  ,  None  
902,34,  Male  ,  India  ,93016,  True  ,  False  ,  Manager  ,  Rural  ,  Facebook  ,207,4,5303,  Jokes/Memes  ,15,8471,7,29,19,80,  Morning  ,8,2,  Habit  ,  Tablet  ,  iOS  ,  8:00 AM  ,7,3,  Commuting  ,  Mobile Data  ,  Thursday  ,  Black  ,  Live Laugh Love  ,  Excited  ,10,  Omelette  ,  😂  ,  Complicated  ,  None  
903,56,  Other  ,  Pakistan  ,46672,  False  ,  True  ,  driver  ,  Rural  ,  TikTok  ,235,12,,  ASMR  ,16,7897,5,14,1,95,  Morning  ,6,4,  Habit  ,  Smartphone  ,  iOS  ,  8:00 AM  ,8,2,  At home  ,  Wi-Fi  ,  Thursday  ,  Cappuccino  ,  YOLO  ,  Sad  ,7,  Pancakes  ,  😴  ,  Divorced  ,  None  
904,39,  Male  ,  United States  ,24213,  False  ,  nan  ,  Cashier  ,  nan  ,  Facebook  ,246,8,1212,  Jokes/Memes  ,12,,8,14,40,90,  nan  ,6,4,  nan  ,  Smartphone  ,  iOS  ,  2:00 PM  ,8,2,  At home  ,  Mobile Data  ,  Monday  ,  Cappuccino  ,  Live Laugh Love  ,  Anxious  ,12,  Omelette  ,  🔥  ,  Complicated  ,  None  
905,43,  Male  ,  Indonesia  ,30293,  False  ,  nan  ,  Students  ,  Rural  ,  TikTok  ,35,6,8968,  Life Hacks  ,26,7161,7,15,17,62,  Afternoon  ,6,4,  Entertainment  ,  Computer  ,  Android  ,  5:00 PM  ,8,2,  At school  ,  Mobile Data  ,  Wednesday  ,  Latte  ,  Hakuna Matata  ,  Happy  ,10,  Cereal  ,  😊  ,  Complicated  ,  Luna  
906,61,  Female  ,  United States  ,75860,  True  ,  nan  ,  Students  ,  Rural  ,  YouTube  ,130,15,5956,  Gaming  ,24,9666,9,3,21,35,  Morning  ,3,7,  Habit  ,  Smartphone  ,  Windows  ,  8:00 AM  ,5,5,  At home  ,  Mobile Data  ,  Friday  ,  Black  ,  Live Laugh Love  ,  Happy  ,,  Nothing  ,  🔥  ,  Single  ,  Luna  
907,42,  Female  ,  Indonesia  ,82507,  True  ,  True  ,  Engineer  ,  Rural  ,  Instagram  ,191,12,1161,  Trends  ,6,1059,1,15,22,70,  Night  ,3,7,  Habit  ,  Smartphone  ,  iOS  ,  9:00 PM  ,5,5,  At school  ,  Mobile Data  ,  Sunday  ,  Espresso  ,  Hakuna Matata  ,  Anxious  ,9,  Cereal  ,  😂  ,  Married  ,  Buddy  
908,34,  Female  ,  Mexico  ,77134,  True  ,  True  ,  Engineer  ,  Rural  ,  Facebook  ,208,16,5978,  ASMR  ,6,1922,9,19,15,97,  Afternoon  ,8,2,  Habit  ,  Smartphone  ,  Android  ,  5:00 PM  ,10,0,  At home  ,  Wi-Fi  ,  Monday  ,  Latte  ,  Live Laugh Love  ,  Excited  ,5,  Pancakes  ,  😴  ,  Single  ,  Luna  
909,30,  Female  ,  Barzil  ,22100,  False  ,  True  ,  Labor/Worker  ,  Rural  ,  Facebook  ,264,16,7042,  Vlogs  ,12,6101,7,24,39,21,  Morning  ,3,7,  Habit  ,  Tablet  ,  Android  ,  8:00 AM  ,5,5,  At school  ,  Mobile Data  ,  Sunday  ,  Cappuccino  ,  YOLO  ,  Happy  ,11,  Pancakes  ,  😂  ,  Single  ,  Buddy  
910,37,  Other  ,  United States  ,81997,  True  ,  True  ,  Artist  ,  Urban  ,  Instagram  ,131,4,2384,  Jokes/Memes  ,25,4592,1,20,48,80,  Afternoon  ,8,2,  Entertainment  ,  Smartphone  ,  Windows  ,  5:00 PM  ,10,0,  At home  ,  Mobile Data  ,  Sunday  ,  None  ,  Hakuna Matata  ,  Happy  ,8,  Toast  ,  💡  ,  Married  ,  Buddy  
911,42,  Female  ,  Pakistan  ,48172,  False  ,  False  ,  Waiting staff  ,  Rural  ,  Instagram  ,40,11,5877,  Life Hacks  ,15,6349,1,14,39,39,  Evening  ,9,1,  Boredom  ,  Tablet  ,  Android  ,  2:00 PM  ,10,0,  At home  ,  Mobile Data  ,  Sunday  ,  Latte  ,  Hakuna Matata  ,  Excited  ,11,  Nothing  ,  🔥  ,  Married  ,  Luna  
912,21,  Other  ,  Indonesia  ,40132,  False  ,  True  ,  Artist  ,  Rural  ,  YouTube  ,294,13,3541,  Jokes/Memes  ,4,2473,5,8,32,34,  Night  ,8,2,  Habit  ,  Smartphone  ,  Android  ,  9:00 PM  ,10,0,  At work  ,  Mobile Data  ,  Sunday  ,  Cappuccino  ,  Keep going  ,  Happy  ,7,  Nothing  ,  🔥  ,  Married  ,  Bella  
913,27,  Male  ,  United States  ,38199,  False  ,  nan  ,  Students  ,  Urban  ,  YouTube  ,115,9,,  Life Hacks  ,24,8108,8,5,49,15,  Night  ,6,4,  Entertainment  ,  Smartphone  ,  Android  ,  9:00 PM  ,8,2,  At school  ,  Wi-Fi  ,  Wednesday  ,  Cappuccino  ,  Hakuna Matata  ,  Excited  ,9,  Pancakes  ,  😊  ,  Divorced  ,  Max  
914,20,  Male  ,  Vietnam  ,56609,  True  ,  True  ,  Waiting staff  ,  Rural  ,  Facebook  ,233,4,1096,  Vlogs  ,4,8096,9,19,4,6,  Evening  ,6,4,  Entertainment  ,  Computer  ,  iOS  ,  2:00 PM  ,8,2,  At home  ,  Mobile Data  ,  Tuesday  ,  Latte  ,  Hakuna Matata  ,  Sad  ,11,  Omelette  ,  💡  ,  Single  ,  Max  
915,58,  Female  ,  Japan  ,62965,  True  ,  nan  ,  Manager  ,  Rural  ,  YouTube  ,282,12,5902,  Life Hacks  ,2,6748,6,4,44,66,  Morning  ,8,2,  Boredom  ,  Smartphone  ,  iOS  ,  8:00 AM  ,10,0,  At school  ,  Mobile Data  ,  Wednesday  ,  None  ,  Live Laugh Love  ,  Sad  ,12,  Omelette  ,  😴  ,  Complicated  ,  Buddy  
916,62,  Female  ,  Philippines  ,28016,  nan  ,  True  ,  Labor/Worker  ,  Rural  ,  TikTok  ,241,9,8216,  Trends  ,27,4549,8,14,45,88,  Evening  ,8,2,  nan  ,  Computer  ,  iOS  ,  2:00 PM  ,10,0,  At home  ,  Wi-Fi  ,  Wednesday  ,  Cappuccino  ,  Live Laugh Love  ,  Tired  ,6,  Toast  ,  nan  ,  nan  ,  Bella  
917,35,  Other  ,  United States  ,59779,  True  ,  False  ,  Waiting staff  ,  Urban  ,  YouTube  ,265,13,1080,  Vlogs  ,24,594,6,16,32,56,  nan  ,8,2,  Habit  ,  Smartphone  ,  Android  ,  9:00 PM  ,10,0,  At school  ,  Mobile Data  ,  Sunday  ,  None  ,  YOLO  ,  Happy  ,6,  Pancakes  ,  🔥  ,  Divorced  ,  None  
918,64,  Female  ,  India  ,51881,  True  ,  True  ,  Waiting staff  ,  Urban  ,  YouTube  ,33,16,8371,  Trends  ,12,5452,6,20,4,49,  Evening  ,8,2,  Entertainment  ,  Smartphone  ,  Windows  ,  2:00 PM  ,10,0,  Commuting  ,  Mobile Data  ,  Sunday  ,  Espresso  ,  Hakuna Matata  ,  Tired  ,10,  Nothing  ,  🔥  ,  Single  ,  Bella  
919,53,  Other  ,  Barzil  ,44472,  False  ,  nan  ,  Students  ,  Rural  ,  Facebook  ,118,6,2848,  Entertainment  ,7,506,4,24,1,92,  Evening  ,3,7,  Boredom  ,  Tablet  ,  Android  ,  2:00 PM  ,5,5,  At work  ,  Mobile Data  ,  Tuesday  ,  Latte  ,  Hakuna Matata  ,  Excited  ,8,  Toast  ,  🔥  ,  Complicated  ,  Max  
920,64,  Female  ,  Barzil  ,71813,  True  ,  True  ,  Labor/Worker  ,  Rural  ,  TikTok  ,200,10,,  Life Hacks  ,20,4889,5,6,33,1,  Evening  ,8,2,  Habit  ,  Tablet  ,  Windows  ,  2:00 PM  ,10,0,  At school  ,  Wi-Fi  ,  Tuesday  ,  Espresso  ,  YOLO  ,  Tired  ,12,  Toast  ,  nan  ,  Married  ,  Max  
921,39,  Male  ,  United States  ,56021,  True  ,  False  ,  Labor/Worker  ,  Urban  ,  YouTube  ,34,13,1474,  Life Hacks  ,9,7637,2,23,7,65,  Night  ,6,4,  Habit  ,  Smartphone  ,  Android  ,  10:15 PM  ,8,2,  At home  ,  Wi-Fi  ,  Sunday  ,  Cappuccino  ,  Hakuna Matata  ,  Happy  ,9,  Cereal  ,  😴  ,  Married  ,  Luna  
922,51,  Male  ,  Philippines  ,74131,  True  ,  True  ,  Waiting staff  ,  Rural  ,  TikTok  ,196,7,4889,  Pranks  ,9,8212,3,25,9,28,  Afternoon  ,9,1,  Boredom  ,  Tablet  ,  iOS  ,  5:45 PM  ,10,0,  At home  ,  Mobile Data  ,  Saturday  ,  Espresso  ,  Hakuna Matata  ,  Sad  ,12,  Cereal  ,  nan  ,  Single  ,  Luna  
923,64,  Female  ,  India  ,44087,  False  ,  False  ,  Students  ,  Rural  ,  TikTok  ,297,19,4980,  Jokes/Memes  ,8,1399,3,6,1,20,  Evening  ,9,1,  Entertainment  ,  Smartphone  ,  MacOS  ,  4:25 PM  ,10,0,  At home  ,  Wi-Fi  ,  Friday  ,  Latte  ,  Hakuna Matata  ,  Sad  ,8,  Nothing  ,  🔥  ,  Married  ,  None  
924,25,  Female  ,  Mexico  ,32828,  False  ,  True  ,  Waiting staff  ,  Rural  ,  TikTok  ,125,19,1213,  Jokes/Memes  ,14,3201,5,3,16,48,  Evening  ,9,1,  Habit  ,  Computer  ,  Windows  ,  4:25 PM  ,10,0,  At home  ,  Mobile Data  ,  Saturday  ,  Black  ,  Keep going  ,  Tired  ,5,  Pancakes  ,  🔥  ,  Divorced  ,  Max  
925,57,  Other  ,  United States  ,81610,  True  ,  False  ,  driver  ,  Rural  ,  Instagram  ,46,17,5698,  Pranks  ,1,7854,5,15,18,72,  Night  ,8,2,  Entertainment  ,  Smartphone  ,  Android  ,  10:15 PM  ,10,0,  At home  ,  Mobile Data  ,  Monday  ,  Espresso  ,  Hakuna Matata  ,  Tired  ,10,  Nothing  ,  💡  ,  nan  ,  Buddy  
926,61,  Male  ,  Pakistan  ,21401,  False  ,  True  ,  Artist  ,  Rural  ,  Instagram  ,291,13,9002,  Entertainment  ,23,6763,6,29,47,65,  Evening  ,8,2,  Habit  ,  Smartphone  ,  Android  ,  4:25 PM  ,10,0,  At work  ,  Wi-Fi  ,  Friday  ,  Espresso  ,  YOLO  ,  Anxious  ,8,  Toast  ,  💡  ,  Married  ,  Buddy  
927,36,  Female  ,  Barzil  ,35193,  nan  ,  False  ,  Labor/Worker  ,  Rural  ,  Instagram  ,146,13,420,  Jokes/Memes  ,21,7962,5,3,6,90,  nan  ,8,2,  Entertainment  ,  Computer  ,  Android  ,  5:45 PM  ,10,0,  At home  ,  Wi-Fi  ,  Monday  ,  Black  ,  YOLO  ,  Excited  ,8,  Nothing  ,  😂  ,  nan  ,  Max  
928,59,  Other  ,  United States  ,64864,  True  ,  True  ,  Waiting staff  ,  Rural  ,  Instagram  ,236,2,3660,  Trends  ,23,5190,6,11,2,51,  Evening  ,6,4,  nan  ,  Computer  ,  iOS  ,  4:25 PM  ,8,2,  At home  ,  Mobile Data  ,  Tuesday  ,  Cappuccino  ,  Live Laugh Love  ,  Happy  ,6,  Omelette  ,  😊  ,  Single  ,  Buddy  
929,58,  Female  ,  United States  ,40307,  False  ,  True  ,  Teacher  ,  Rural  ,  Facebook  ,191,10,5284,  Life Hacks  ,12,5681,8,3,9,43,  Evening  ,8,2,  Entertainment  ,  Smartphone  ,  iOS  ,  4:25 PM  ,10,0,  At school  ,  Mobile Data  ,  Sunday  ,  Latte  ,  YOLO  ,  Anxious  ,11,  Pancakes  ,  💡  ,  Divorced  ,  Max  
930,54,  Female  ,  Mexico  ,39611,  nan  ,  True  ,  Waiting staff  ,  Rural  ,  YouTube  ,95,13,9471,  Life Hacks  ,25,3678,2,28,4,49,  Night  ,8,2,  Entertainment  ,  Smartphone  ,  iOS  ,  10:15 PM  ,10,0,  At work  ,  Wi-Fi  ,  Wednesday  ,  Latte  ,  Hakuna Matata  ,  Sad  ,5,  Pancakes  ,  💡  ,  Complicated  ,  Luna  
931,23,  Male  ,  Mexico  ,63791,  True  ,  True  ,  driver  ,  Rural  ,  Instagram  ,62,9,9633,  Jokes/Memes  ,2,336,4,10,45,25,  Evening  ,8,2,  Procrastination  ,  Tablet  ,  Android  ,  4:25 PM  ,10,0,  Commuting  ,  Wi-Fi  ,  Saturday  ,  Black  ,  Hakuna Matata  ,  Tired  ,5,  Omelette  ,  nan  ,  nan  ,  Bella  
932,43,  Male  ,  India  ,31950,  False  ,  nan  ,  Waiting staff  ,  Rural  ,  Facebook  ,244,1,1341,  Gaming  ,13,1667,6,18,23,74,  Afternoon  ,3,7,  Habit  ,  Smartphone  ,  iOS  ,  5:45 PM  ,5,5,  At work  ,  Wi-Fi  ,  Sunday  ,  Espresso  ,  Carpe Diem  ,  Anxious  ,9,  Toast  ,  💡  ,  Married  ,  Max  
933,51,  Male  ,  India  ,96240,  True  ,  True  ,  Labor/Worker  ,  Rural  ,  YouTube  ,276,14,5138,  Jokes/Memes  ,27,909,5,1,43,76,  Afternoon  ,9,1,  Habit  ,  Tablet  ,  Android  ,  5:45 PM  ,10,0,  At work  ,  Mobile Data  ,  Tuesday  ,  Espresso  ,  Carpe Diem  ,  Sad  ,6,  Pancakes  ,  😊  ,  Complicated  ,  Luna  
934,62,  Male  ,  India  ,97403,  True  ,  nan  ,  Students  ,  Rural  ,  Instagram  ,296,16,5190,  Jokes/Memes  ,4,,1,16,45,41,  Evening  ,8,2,  nan  ,  Smartphone  ,  Android  ,  4:25 PM  ,10,0,  At home  ,  Wi-Fi  ,  Sunday  ,  None  ,  Carpe Diem  ,  Happy  ,10,  Omelette  ,  🔥  ,  Married  ,  Luna  
935,23,  Female  ,  Vietnam  ,22745,  False  ,  True  ,  Students  ,  Rural  ,  YouTube  ,109,15,1362,  Life Hacks  ,20,9083,9,16,43,71,  nan  ,8,2,  Habit  ,  Smartphone  ,  Android  ,  5:45 PM  ,10,0,  At school  ,  Wi-Fi  ,  Sunday  ,  Cappuccino  ,  Carpe Diem  ,  Tired  ,8,  Omelette  ,  🔥  ,  Complicated  ,  Max  
936,54,  Male  ,  Vietnam  ,75243,  True  ,  nan  ,  Labor/Worker  ,  Urban  ,  Instagram  ,96,1,592,  Jokes/Memes  ,18,,3,27,8,64,  Night  ,9,1,  Boredom  ,  Tablet  ,  Android  ,  10:15 PM  ,10,0,  At school  ,  Mobile Data  ,  Saturday  ,  Cappuccino  ,  Live Laugh Love  ,  Tired  ,8,  Pancakes  ,  🔥  ,  Complicated  ,  Max  
937,50,  Other  ,  India  ,23866,  False  ,  True  ,  Labor/Worker  ,  Rural  ,  Facebook  ,24,17,527,  Pranks  ,19,5122,2,10,39,61,  Evening  ,8,2,  Procrastination  ,  Smartphone  ,  MacOS  ,  4:25 PM  ,10,0,  At work  ,  Mobile Data  ,  Sunday  ,  Cappuccino  ,  Keep going  ,  Tired  ,6,  Omelette  ,  💡  ,  Divorced  ,  Luna  
938,39,  Female  ,  India  ,52245,  nan  ,  False  ,  Students  ,  Urban  ,  TikTok  ,110,13,7856,  Gaming  ,16,8153,9,1,25,12,  Evening  ,3,7,  Boredom  ,  Smartphone  ,  Android  ,  4:25 PM  ,5,5,  Commuting  ,  Mobile Data  ,  Friday  ,  Black  ,  Hakuna Matata  ,  Excited  ,11,  Cereal  ,  😂  ,  Divorced  ,  Max  
939,38,  Male  ,  India  ,64724,  True  ,  True  ,  driver  ,  Urban  ,  TikTok  ,174,15,1293,  Jokes/Memes  ,27,973,7,4,16,81,  Afternoon  ,3,7,  Habit  ,  Computer  ,  Android  ,  5:45 PM  ,5,5,  At home  ,  Mobile Data  ,  Wednesday  ,  Black  ,  Keep going  ,  Excited  ,8,  Pancakes  ,  😴  ,  nan  ,  Bella  
940,23,  Male  ,  Indonesia  ,91354,  True  ,  False  ,  Students  ,  Rural  ,  YouTube  ,38,16,1655,  Jokes/Memes  ,14,4270,5,3,35,69,  Afternoon  ,8,2,  Procrastination  ,  Tablet  ,  MacOS  ,  5:45 PM  ,10,0,  At school  ,  Wi-Fi  ,  Wednesday  ,  Black  ,  Hakuna Matata  ,  Sad  ,,  Omelette  ,  😊  ,  Divorced  ,  Bella  
941,23,  Male  ,  Mexico  ,71374,  True  ,  True  ,  Labor/Worker  ,  Rural  ,  Facebook  ,123,16,,  Trends  ,29,1408,6,5,17,14,  Afternoon  ,3,7,  Habit  ,  Smartphone  ,  iOS  ,  5:45 PM  ,5,5,  At home  ,  Wi-Fi  ,  Thursday  ,  Espresso  ,  YOLO  ,  Anxious  ,7,  Nothing  ,  💡  ,  Complicated  ,  Buddy  
942,21,  Male  ,  Philippines  ,50116,  True  ,  False  ,  Labor/Worker  ,  Rural  ,  TikTok  ,116,2,2759,  Pranks  ,8,2288,4,12,18,34,  Afternoon  ,8,2,  Boredom  ,  Tablet  ,  Windows  ,  5:45 PM  ,10,0,  At work  ,  Mobile Data  ,  Wednesday  ,  Black  ,  Live Laugh Love  ,  Tired  ,9,  Toast  ,  💡  ,  Divorced  ,  Bella  
943,47,  Female  ,  Vietnam  ,40447,  False  ,  True  ,  Waiting staff  ,  Rural  ,  Instagram  ,139,17,8721,  Vlogs  ,12,8738,1,25,27,48,  Evening  ,3,7,  Habit  ,  Smartphone  ,  Android  ,  4:25 PM  ,5,5,  At school  ,  Mobile Data  ,  Tuesday  ,  Black  ,  Hakuna Matata  ,  Happy  ,6,  Nothing  ,  🔥  ,  Complicated  ,  Bella  
944,28,  Female  ,  Pakistan  ,50431,  True  ,  False  ,  Labor/Worker  ,  Rural  ,  TikTok  ,93,11,8626,  ASMR  ,9,1218,4,12,15,61,  Night  ,8,2,  Entertainment  ,  Smartphone  ,  Windows  ,  10:15 PM  ,10,0,  At school  ,  Mobile Data  ,  Thursday  ,  Black  ,  Keep going  ,  Anxious  ,8,  Toast  ,  💡  ,  Complicated  ,  Buddy  
945,47,  Other  ,  Indonesia  ,37908,  False  ,  nan  ,  Labor/Worker  ,  Rural  ,  YouTube  ,280,8,,  ASMR  ,6,1420,9,13,17,81,  Evening  ,8,2,  nan  ,  Smartphone  ,  Windows  ,  4:25 PM  ,10,0,  At home  ,  Mobile Data  ,  Saturday  ,  Black  ,  YOLO  ,  Tired  ,,  Nothing  ,  🔥  ,  Divorced  ,  Max  
946,48,  Female  ,  United States  ,49336,  False  ,  False  ,  Manager  ,  Rural  ,  YouTube  ,253,3,6038,  ASMR  ,26,9646,1,24,43,35,  Afternoon  ,6,4,  Habit  ,  Tablet  ,  Android  ,  5:45 PM  ,8,2,  Commuting  ,  Mobile Data  ,  Saturday  ,  None  ,  Live Laugh Love  ,  Sad  ,,  Pancakes  ,  🔥  ,  Divorced  ,  Max  
947,41,  Male  ,  United States  ,60992,  True  ,  True  ,  Cashier  ,  Urban  ,  Facebook  ,223,12,9997,  ASMR  ,18,3377,3,12,5,65,  Night  ,8,2,  Boredom  ,  Smartphone  ,  MacOS  ,  10:15 PM  ,10,0,  At work  ,  Mobile Data  ,  Saturday  ,  Cappuccino  ,  Carpe Diem  ,  Anxious  ,12,  Toast  ,  💡  ,  Single  ,  Buddy  
948,26,  Other  ,  India  ,75350,  True  ,  False  ,  Labor/Worker  ,  Rural  ,  YouTube  ,175,16,8495,  Life Hacks  ,2,7501,5,25,16,59,  Afternoon  ,8,2,  nan  ,  Smartphone  ,  Android  ,  5:45 PM  ,10,0,  At home  ,  Mobile Data  ,  Thursday  ,  Black  ,  YOLO  ,  Tired  ,5,  Cereal  ,  😊  ,  Divorced  ,  Buddy  
949,20,  Male  ,  Philippines  ,89561,  True  ,  nan  ,  Manager  ,  Rural  ,  TikTok  ,288,14,4183,  Gaming  ,23,4098,7,16,15,36,  Evening  ,8,2,  nan  ,  Smartphone  ,  Android  ,  4:25 PM  ,10,0,  At school  ,  Mobile Data  ,  Friday  ,  None  ,  YOLO  ,  Tired  ,12,  Cereal  ,  nan  ,  Divorced  ,  Max  
950,48,  Male  ,  United States  ,71955,  True  ,  nan  ,  Cashier  ,  Rural  ,  TikTok  ,68,16,6974,  Life Hacks  ,8,2738,9,13,42,79,  Evening  ,3,7,  Entertainment  ,  Smartphone  ,  iOS  ,  4:25 PM  ,5,5,  At home  ,  Wi-Fi  ,  Sunday  ,  Latte  ,  Live Laugh Love  ,  Sad  ,11,  Toast  ,  😴  ,  Divorced  ,  Max  
951,57,  Male  ,  Barzil  ,81240,  True  ,  True  ,  Artist  ,  Rural  ,  TikTok  ,99,17,438,  Pranks  ,24,7619,6,5,46,19,  Night  ,8,2,  Boredom  ,  Tablet  ,  MacOS  ,  10:15 PM  ,10,0,  At work  ,  Mobile Data  ,  Thursday  ,  Cappuccino  ,  YOLO  ,  Excited  ,7,  Cereal  ,  🔥  ,  nan  ,  Bella  
952,54,  Male  ,  India  ,40093,  nan  ,  True  ,  driver  ,  Rural  ,  TikTok  ,203,11,833,  Pranks  ,14,,3,24,34,42,  Night  ,9,1,  Habit  ,  Smartphone  ,  iOS  ,  10:15 PM  ,10,0,  At home  ,  Wi-Fi  ,  Monday  ,  Black  ,  Keep going  ,  Sad  ,12,  Cereal  ,  🔥  ,  Married  ,  Luna  
953,53,  Female  ,  Barzil  ,26155,  False  ,  False  ,  driver  ,  Urban  ,  Facebook  ,132,17,8989,  Trends  ,6,8938,7,4,48,69,  Evening  ,3,7,  Boredom  ,  Tablet  ,  Windows  ,  4:25 PM  ,5,5,  At school  ,  Mobile Data  ,  Sunday  ,  Espresso  ,  Keep going  ,  Tired  ,10,  Cereal  ,  😊  ,  nan  ,  Bella  
954,41,  Female  ,  India  ,66607,  True  ,  True  ,  driver  ,  Rural  ,  Instagram  ,145,19,8752,  Comedy  ,10,2816,4,21,19,19,  Night  ,3,7,  Boredom  ,  Smartphone  ,  iOS  ,  10:15 PM  ,5,5,  At work  ,  Mobile Data  ,  Friday  ,  Espresso  ,  Carpe Diem  ,  Sad  ,5,  Nothing  ,  💡  ,  nan  ,  Luna  
955,48,  Male  ,  India  ,53487,  True  ,  False  ,  Teacher  ,  Rural  ,  Instagram  ,148,1,8954,  Entertainment  ,8,9063,3,15,8,39,  Evening  ,3,7,  Habit  ,  Smartphone  ,  iOS  ,  4:25 PM  ,5,5,  At work  ,  Wi-Fi  ,  Thursday  ,  Latte  ,  YOLO  ,  Happy  ,9,  Nothing  ,  💡  ,  Single  ,  Max  
956,23,  Male  ,  United States  ,75668,  True  ,  True  ,  Cashier  ,  Rural  ,  Facebook  ,238,12,5795,  Vlogs  ,17,494,7,12,47,69,  Evening  ,8,2,  Entertainment  ,  Smartphone  ,  Android  ,  4:25 PM  ,10,0,  At home  ,  Mobile Data  ,  Sunday  ,  None  ,  Hakuna Matata  ,  Anxious  ,5,  Cereal  ,  🔥  ,  Divorced  ,  Max  
957,19,  Male  ,  India  ,40963,  False  ,  False  ,  Cashier  ,  Rural  ,  YouTube  ,283,15,3575,  Pranks  ,25,6560,7,19,10,52,  Evening  ,6,4,  nan  ,  Computer  ,  Android  ,  4:25 PM  ,8,2,  Commuting  ,  Mobile Data  ,  Thursday  ,  Latte  ,  YOLO  ,  Sad  ,9,  Nothing  ,  💡  ,  Complicated  ,  Buddy  
958,37,  Male  ,  Germany  ,70124,  True  ,  True  ,  Artist  ,  Urban  ,  Instagram  ,59,18,3786,  Jokes/Memes  ,29,5510,4,21,5,12,  Afternoon  ,8,2,  Habit  ,  Smartphone  ,  iOS  ,  5:45 PM  ,10,0,  At school  ,  Mobile Data  ,  Wednesday  ,  Latte  ,  Keep going  ,  Tired  ,11,  Cereal  ,  😴  ,  Divorced  ,  Bella  
959,45,  Other  ,  Vietnam  ,72870,  True  ,  False  ,  Labor/Worker  ,  Rural  ,  YouTube  ,127,14,5221,  Vlogs  ,12,3444,7,28,48,83,  Morning  ,8,2,  Boredom  ,  Smartphone  ,  Android  ,  9:55 AM  ,10,0,  At school  ,  Mobile Data  ,  Sunday  ,  Cappuccino  ,  Hakuna Matata  ,  Happy  ,,  Omelette  ,  💡  ,  Divorced  ,  Bella  
960,28,  Male  ,  Germany  ,76547,  nan  ,  True  ,  driver  ,  Urban  ,  Instagram  ,211,1,7751,  Life Hacks  ,17,9267,2,19,26,47,  Evening  ,8,2,  Habit  ,  Smartphone  ,  Android  ,  4:25 PM  ,10,0,  At school  ,  Wi-Fi  ,  Friday  ,  Espresso  ,  Carpe Diem  ,  Anxious  ,6,  Cereal  ,  😊  ,  Divorced  ,  Bella  
961,21,  Female  ,  Germany  ,84110,  True  ,  False  ,  Manager  ,  Rural  ,  YouTube  ,200,13,6819,  Life Hacks  ,13,7543,1,21,22,76,  Afternoon  ,3,7,  nan  ,  Tablet  ,  Windows  ,  5:45 PM  ,5,5,  At home  ,  Mobile Data  ,  Sunday  ,  Latte  ,  Hakuna Matata  ,  Tired  ,8,  Toast  ,  😴  ,  Single  ,  Buddy  
962,32,  Male  ,  Japan  ,73554,  True  ,  True  ,  Students  ,  nan  ,  Facebook  ,190,15,685,  Pranks  ,19,7562,2,11,44,36,  Afternoon  ,3,7,  Procrastination  ,  Tablet  ,  Android  ,  5:45 PM  ,5,5,  At work  ,  Mobile Data  ,  Saturday  ,  None  ,  Carpe Diem  ,  Tired  ,11,  Omelette  ,  nan  ,  Complicated  ,  None  
